position,times,team,Name,gender,AgeCat,clubnumber,Club name,Website,finishPosition
23,0:11:02,34F,Ella Cardin,F,U13,34,Kilbarchan AAC,https://kilbarchanaac.org.uk/,23
24,0:11:07,44F,Ella McMillan,F,U13,44,North Ayrshire AAC,https://naathletics.co.uk/,24
25,0:11:08,1F,SKYE CHRISTIE,F,U13,1,East Kilbride AC,http://www.ekac.org.uk/,25
26,0:11:08,4F,Keira Gregory,F,U13,4,Inverclyde AC,https://www.inverclydeac.org/,26
27,0:11:09,34F,Vanessa McVeigh,F,U13,34,Kilbarchan AAC,https://kilbarchanaac.org.uk/,27
28,0:11:18,7F,Megan Jackson,F,U13,7,Giffnock North AC,https://www.giffnocknorth.co.uk/,28
29,0:11:22,34F,Amelie Kerr,F,U13,34,Kilbarchan AAC,https://kilbarchanaac.org.uk/,29
30,0:11:24,11F,Kady Wood,F,U13,11,Airdrie Harriers,http://airdrieharriers.org/,30
31,0:11:33,11F,Amber Marshall,F,U13,11,Airdrie Harriers,http://airdrieharriers.org/,31
32,0:11:34,2F,Beth Gladston,F,U13,2,Kilmarnock H&AC,http://www.kilmarnockharriers.com/,32
33,0:11:43,48F,Louisa Fraser-Moodie,F,U13,48,Springburn Harriers,https://www.springburnharriers.co.uk/,33
34,0:11:48,57F,Sophia Barcella,F,U13,57,Whitemoss AAC,https://whitemossaac.co.uk/,34
35,0:11:49,7F,Erin Lough,F,U13,7,Giffnock North AC,https://www.giffnocknorth.co.uk/,35
36,0:11:50,37F,Sarah Chambers,F,U13,37,Law & District AAC,http://www.lawaac.co.uk/,36
37,0:11:56,11F,Leah Dunphy,F,U13,11,Airdrie Harriers,http://airdrieharriers.org/,37
38,0:11:58,11F,Lucie O Reilly,F,U13,11,Airdrie Harriers,http://airdrieharriers.org/,38
39,0:12:02,11F,Amelia Bryden,F,U13,11,Airdrie Harriers,http://airdrieharriers.org/,39
40,0:12:12,7F,Lilah MacIntyre,F,U13,7,Giffnock North AC,https://www.giffnocknorth.co.uk/,40
41,0:12:13,7F,Amelie O'Donnell,F,U13,7,Giffnock North AC,https://www.giffnocknorth.co.uk/,41
42,0:12:15,37F,Freya Togneri,F,U13,37,Law & District AAC,http://www.lawaac.co.uk/,42
43,0:12:18,1F,ANNIE MacDONALD,F,U13,1,East Kilbride AC,http://www.ekac.org.uk/,43
44,0:12:24,10F,Alexia Rigg,F,U13,10,Shettleston Harriers,http://shettlestonharriers.org.uk/,44
45,0:12:25,4F,Leah Kane,F,U13,4,Inverclyde AC,https://www.inverclydeac.org/,45
46,0:12:35,2F,Rebecca McNulty,F,U13,2,Kilmarnock H&AC,http://www.kilmarnockharriers.com/,46
47,0:12:41,11F,Eva Rodger,F,U13,11,Airdrie Harriers,http://airdrieharriers.org/,47
48,0:12:55,57F,Martha Cathie,F,U13,57,Whitemoss AAC,https://whitemossaac.co.uk/,48
49,0:13:09,11F,Sophia Philips,F,U13,11,Airdrie Harriers,http://airdrieharriers.org/,49
50,0:13:52,36F,,F,U13,36,Larkhall YMCA,https://www.facebook.com/larkhallharriers/,50
51,0:14:02,37F,Lucy Preston,F,U13,37,Law & District AAC,http://www.lawaac.co.uk/,51
52,0:14:41,11F,Leah Paterson,F,U13,11,Airdrie Harriers,http://airdrieharriers.org/,52
