position,times,team,Name,gender,AgeCat,clubnumber,Club name,Website,finishPosition
52,0:26:26,44M,Craig Dailly,M,MASTER,44,North Ayrshire AAC,https://naathletics.co.uk/,63
53,0:26:26,2M,Gary Martin,M,MASTER,2,Kilmarnock H&AC,http://www.kilmarnockharriers.com/,64
54,0:26:29,14M,,M,,14,Ayr Seaforth AC,https://www.ayrseaforth.co.uk/,65
55,0:26:35,37M,,M,,37,Law & District AAC,http://www.lawaac.co.uk/,66
56,0:26:35,6M,Iain Wallace,M,MASTER,6,Cambuslang Harriers,https://cambuslangharriers.org/,67
57,0:26:49,17M,,M,,17,Calderglen Harriers,http://www.calderglenharriers.org.uk/,71
58,0:26:53,57M,James Cathie,M,SENIOR,57,Whitemoss AAC,https://whitemossaac.co.uk/,72
59,0:26:58,50M,,M,,50,Strathaven Striders,,73
60,0:27:04,37M,,M,,37,Law & District AAC,http://www.lawaac.co.uk/,76
61,0:27:11,8M,,M,,8,Bellahouston Harriers,http://www.bellahoustonharriers.co.uk/,77
62,0:27:14,5M,David Riach,M,MASTER,5,Westerlands CCC,https://westerlandsccc.co.uk/,78
63,0:27:16,17M,,M,,17,Calderglen Harriers,http://www.calderglenharriers.org.uk/,81
64,0:27:34,8M,,M,,8,Bellahouston Harriers,http://www.bellahoustonharriers.co.uk/,84
65,0:27:34,57M,David Cathie,M,MASTER,57,Whitemoss AAC,https://whitemossaac.co.uk/,85
66,0:27:38,37M,,M,,37,Law & District AAC,http://www.lawaac.co.uk/,87
67,0:27:42,11M,,M,,11,Airdrie Harriers,http://airdrieharriers.org/,88
68,0:28:04,6M,Des Dickson,M,MASTER,6,Cambuslang Harriers,https://cambuslangharriers.org/,90
69,0:28:08,17M,,M,,17,Calderglen Harriers,http://www.calderglenharriers.org.uk/,91
70,0:28:14,17M,,M,,17,Calderglen Harriers,http://www.calderglenharriers.org.uk/,92
71,0:28:59,40M,Kane Darren,M,SENIOR,40,Motherwell AC,https://motherwellac.com/,95
72,0:29:23,11M,,M,,11,Airdrie Harriers,http://airdrieharriers.org/,98
73,0:29:38,1M,MICHAEL CARLIN,M,MASTER,1,East Kilbride AC,http://www.ekac.org.uk/,100
74,0:29:46,10M,Harry Chow,M,SENIOR,10,Shettleston Harriers,http://shettlestonharriers.org.uk/,101
75,0:29:46,40M,Dickson Scott,M,SENIOR,40,Motherwell AC,https://motherwellac.com/,102
76,0:30:28,6M,Iain Crawford,M,MASTER,6,Cambuslang Harriers,https://cambuslangharriers.org/,105
77,0:30:38,8M,,M,,8,Bellahouston Harriers,http://www.bellahoustonharriers.co.uk/,107
78,0:30:43,44M,Gary Kilpatrick,M,MASTER,44,North Ayrshire AAC,https://naathletics.co.uk/,108
79,0:31:01,50M,,M,,50,Strathaven Striders,,111
80,0:31:10,1M,ADAM McCORMICK,M,MASTER,1,East Kilbride AC,http://www.ekac.org.uk/,112
81,0:31:14,36M,William Thomson,M,MASTER,36,Larkhall YMCA,https://www.larkhallymcaharriers.org,113
82,0:31:40,54M,,M,,54,VP-Glasgow,https://www.vp-glasgow.com,115
83,0:32:11,17M,,M,,17,Calderglen Harriers,http://www.calderglenharriers.org.uk/,118
84,0:35:01,35M,,M,,35,Kirkintilloch Olympians,https://kirkintillocholympians.co.uk/,122
85,0:39:33,17M,,M,,17,Calderglen Harriers,http://www.calderglenharriers.org.uk/,127
