position,times,team,Name,gender,AgeCat,clubnumber,Club name,Website,finishPosition
44,0:40:25,9M,Norman Baillie,M,MASTER,9,Garscube Harriers,https://www.garscubeharriers.org.uk/,134
45,0:40:55,17M,Gordon McInally,M,MASTER,17,Calderglen Harriers,http://www.calderglenharriers.org.uk/,135
46,0:41:03,56M,Trevor Wayman,M,MASTER,56,West End RR,https://www.westendroadrunners.co.uk/,137
47,0:41:07,56M,Paul Toland,M,MASTER,56,West End RR,https://www.westendroadrunners.co.uk/,138
48,0:41:12,23M,Les Hill,M,MASTER,23,Dumfries Running Club,https://www.dumfriesrunningclub.org.uk/,139
49,0:42:19,56M,Mark Sherman,M,MASTER,56,West End RR,https://www.westendroadrunners.co.uk/,143
50,0:44:06,17M,Russell Couper,M,MASTER,17,Calderglen Harriers,http://www.calderglenharriers.org.uk/,146
51,0:44:53,8M,John Beckett,M,MASTER,8,Bellahouston Harriers,http://www.bellahoustonharriers.co.uk/,150
52,0:48:47,37M,Pat Kelly,M,MASTER,37,Law & District AAC,http://www.lawaac.co.uk/,152
53,0:52:38,3M,Cormack Smith,M,MASTER,3,Bellahouston RR,https://www.bellahoustonroadrunners.co.uk/,154
